id,metadataproperty,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,name,location_location,godlo,akt_rok,piksel,kolor,zrodlo_danych,uklad_xy,modul_archiwizacji,nr_zglosz,akt_data_frame,akt_data_id,akt_data_metadataproperty,akt_data_description_href,akt_data_description_title,akt_data_description_nilreason,akt_data_description,akt_data_descriptionreference_href,akt_data_descriptionreference_title,akt_data_descriptionreference_nilreason,akt_data_identifier_codespace,akt_data_identifier,akt_data_name,akt_data_relatedtime,akt_data_timeposition_frame,akt_data_timeposition_calendareraname,akt_data_timeposition_indeterminateposition,akt_data_timeposition,czy_ark_wypelniony,url_do_pobrania,dt_pzgik_frame,dt_pzgik_id,dt_pzgik_metadataproperty,dt_pzgik_description_href,dt_pzgik_description_title,dt_pzgik_description_nilreason,dt_pzgik_description,dt_pzgik_descriptionreference_href,dt_pzgik_descriptionreference_title,dt_pzgik_descriptionreference_nilreason,dt_pzgik_identifier_codespace,dt_pzgik_identifier,dt_pzgik_name,dt_pzgik_relatedtime,dt_pzgik_timeposition_frame,dt_pzgik_timeposition_calendareraname,dt_pzgik_timeposition_indeterminateposition,dt_pzgik_timeposition,wlk_pliku_mb,JPT_KOD_JE,JPT_SJR_KO,JPT_NAZWA_,JPT_POWIER,JPT_ORGAN_,JPT_KOD__1,JPT_NAZWA1,JPT_ORGAN1,JPT_WAZNA_,IIP_PRZEST,IIP_IDENTY,JPT_KJ_IIP,JPT_KJ_I_1,JPT_KJ_I_2,JPT_SPS_KO,JPT_POWI_1,JPT_KJ_I_3,JPT_JOR_ID,WERSJA_OD,WERSJA_DO,WAZNY_OD,WAZNY_DO,IIP_WERSJA,JPT_OPIS,JPT_ID,SHAPE_LENG,SHAPE_LE_1,SHAPE_AREA
SkorowidzOrtofomapy2024.1322894,,,,,,,,,,,,,N-34-61-B-b-2-1,2024,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322894.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322894_N-34-61-B-b-2-1.tif,,SkorowidzOrtofomapy2024.1322894.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1098,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201"
SkorowidzOrtofomapy2024.1322884,,,,,,,,,,,,,N-34-50-D-c-3-3,2024,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322884.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322884_N-34-50-D-c-3-3.tif,,SkorowidzOrtofomapy2024.1322884.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1111,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201"
SkorowidzOrtofomapy2024.1322826,,,,,,,,,,,,,N-34-49-D-d-2-1,2024,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322826.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322826_N-34-49-D-d-2-1.tif,,SkorowidzOrtofomapy2024.1322826.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1181,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201"
SkorowidzOrtofomapy2024.1322879,,,,,,,,,,,,,N-34-50-C-d-4-2,2024,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322879.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322879_N-34-50-C-d-4-2.tif,,SkorowidzOrtofomapy2024.1322879.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1055,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201"
SkorowidzOrtofomapy2024.1322823,,,,,,,,,,,,,N-34-49-D-b-4-3,2024,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322823.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322823_N-34-49-D-b-4-3.tif,,SkorowidzOrtofomapy2024.1322823.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1039,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201"
SkorowidzOrtofomapy2024.1322821,,,,,,,,,,,,,N-34-49-D-b-4-1,2024,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322821.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322821_N-34-49-D-b-4-1.tif,,SkorowidzOrtofomapy2024.1322821.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1063,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201"
SkorowidzOrtofomapy2024.1322873,,,,,,,,,,,,,N-34-50-C-d-2-4,2024,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322873.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322873_N-34-50-C-d-2-4.tif,,SkorowidzOrtofomapy2024.1322873.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,492,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201"
SkorowidzOrtofomapy2024.1322910,,,,,,,,,,,,,N-34-62-A-b-2-2,2024,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322910.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322910_N-34-62-A-b-2-2.tif,,SkorowidzOrtofomapy2024.1322910.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1032,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201"
SkorowidzOrtofomapy2024.1322871,,,,,,,,,,,,,N-34-50-C-d-2-2,2024,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322871.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322871_N-34-50-C-d-2-2.tif,,SkorowidzOrtofomapy2024.1322871.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,206,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201"
SkorowidzOrtofomapy2024.1322830,,,,,,,,,,,,,N-34-49-D-d-4-1,2024,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322830.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322830_N-34-49-D-d-4-1.tif,,SkorowidzOrtofomapy2024.1322830.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1117,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201"
SkorowidzOrtofomapy2024.1322825,,,,,,,,,,,,,N-34-49-D-d-1-4,2024,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322825.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322825_N-34-49-D-d-1-4.tif,,SkorowidzOrtofomapy2024.1322825.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,1107,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201"
SkorowidzOrtofomapy2024.1322881,,,,,,,,,,,,,N-34-50-C-d-4-4,2024,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GK-FOTO.6201.26.2024,,SkorowidzOrtofomapy2024.1322881.akt_data,,,,,,,,,,,,,,,,2024-09-08,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/81010/81010_1322881_N-34-50-C-d-4-4.tif,,SkorowidzOrtofomapy2024.1322881.dt_pzgik,,,,,,,,,,,,,,,,2024-12-19,993,226101_1,JEW,Gdańsk - gmina miejska,"68295",,,,NZN,NZN,PL.PZGIK.200,2b194616-cbeb-49dc-b933-8e4c4d930183,EGIB,226101_1,,,"0",,"13136",2025-02-28T16:25:41,,2012-02-25T00:00:00,,2025-02-28T16:25:41,,"2763400","2.00162354083","2.00162353976",".09450928201"
