,gml_id,id,metadataproperty,description_href,description_title,description_nilreason,description,descriptionreference_href,descriptionreference_title,descriptionreference_nilreason,identifier_codespace,identifier,name,location_location,godlo,akt_rok,piksel,kolor,zrodlo_danych,uklad_xy,modul_archiwizacji,nr_zglosz,akt_data_frame,akt_data_id,akt_data_metadataproperty,akt_data_description_href,akt_data_description_title,akt_data_description_nilreason,akt_data_description,akt_data_descriptionreference_href,akt_data_descriptionreference_title,akt_data_descriptionreference_nilreason,akt_data_identifier_codespace,akt_data_identifier,akt_data_name,akt_data_relatedtime,akt_data_timeposition_frame,akt_data_timeposition_calendareraname,akt_data_timeposition_indeterminateposition,akt_data_timeposition,czy_ark_wypelniony,url_do_pobrania,dt_pzgik_frame,dt_pzgik_id,dt_pzgik_metadataproperty,dt_pzgik_description_href,dt_pzgik_description_title,dt_pzgik_description_nilreason,dt_pzgik_description,dt_pzgik_descriptionreference_href,dt_pzgik_descriptionreference_title,dt_pzgik_descriptionreference_nilreason,dt_pzgik_identifier_codespace,dt_pzgik_identifier,dt_pzgik_name,dt_pzgik_relatedtime,dt_pzgik_timeposition_frame,dt_pzgik_timeposition_calendareraname,dt_pzgik_timeposition_indeterminateposition,dt_pzgik_timeposition,wlk_pliku_mb,JPT_KOD_JE,JPT_SJR_KO,JPT_NAZWA_,JPT_POWIER,JPT_ORGAN_,JPT_KOD__1,JPT_NAZWA1,JPT_ORGAN1,JPT_WAZNA_,IIP_PRZEST,IIP_IDENTY,JPT_KJ_IIP,JPT_KJ_I_1,JPT_KJ_I_2,JPT_SPS_KO,JPT_POWI_1,JPT_KJ_I_3,JPT_JOR_ID,WERSJA_OD,WERSJA_DO,WAZNY_OD,WAZNY_DO,IIP_WERSJA,JPT_OPIS,JPT_ID,SHAPE_LENG,SHAPE_LE_1,SHAPE_AREA,layer,path
220,ggs21.316,SkorowidzOrtofomapy2021.1014732,,,,,,,,,,,,,N-34-49-B-d-4-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014732.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014732_N-34-49-B-d-4-3.tif,,SkorowidzOrtofomapy2021.1014732.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,819,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
221,ggs21.317,SkorowidzOrtofomapy2021.1014731,,,,,,,,,,,,,N-34-49-B-d-4-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014731.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014731_N-34-49-B-d-4-2.tif,,SkorowidzOrtofomapy2021.1014731.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,988,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
222,ggs21.318,SkorowidzOrtofomapy2021.1014850,,,,,,,,,,,,,N-34-50-A-c-3-1,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014850.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014850_N-34-50-A-c-3-1.tif,,SkorowidzOrtofomapy2021.1014850.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,896,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
223,ggs21.320,SkorowidzOrtofomapy2021.1014727,,,,,,,,,,,,,N-34-49-B-d-3-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014727.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014727_N-34-49-B-d-3-2.tif,,SkorowidzOrtofomapy2021.1014727.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1058,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
225,ggs21.326,SkorowidzOrtofomapy2021.1014845,,,,,,,,,,,,,N-34-50-A-c-1-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014845.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014845_N-34-50-A-c-1-3.tif,,SkorowidzOrtofomapy2021.1014845.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,971,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
227,ggs21.331,SkorowidzOrtofomapy2021.1014725,,,,,,,,,,,,,N-34-49-B-d-2-4,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014725.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014725_N-34-49-B-d-2-4.tif,,SkorowidzOrtofomapy2021.1014725.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,969,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
228,ggs21.332,SkorowidzOrtofomapy2021.1014788,,,,,,,,,,,,,N-34-49-D-b-2-4,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014788.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014788_N-34-49-D-b-2-4.tif,,SkorowidzOrtofomapy2021.1014788.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1011,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
229,ggs21.333,SkorowidzOrtofomapy2021.1014786,,,,,,,,,,,,,N-34-49-D-b-2-2,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014786.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014786_N-34-49-D-b-2-2.tif,,SkorowidzOrtofomapy2021.1014786.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1066,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
230,ggs21.338,SkorowidzOrtofomapy2021.1014787,,,,,,,,,,,,,N-34-49-D-b-2-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014787.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014787_N-34-49-D-b-2-3.tif,,SkorowidzOrtofomapy2021.1014787.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1002,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
231,ggs21.341,SkorowidzOrtofomapy2021.1014736,,,,,,,,,,,,,N-34-50-C-a-1-3,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014736.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014736_N-34-50-C-a-1-3.tif,,SkorowidzOrtofomapy2021.1014736.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1107,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
232,ggs21.344,SkorowidzOrtofomapy2021.1014785,,,,,,,,,,,,,N-34-49-D-b-2-1,2021,0.05,RGB,Zdj. cyfrowe,PL-1992,1:5000,GI-FOTO.6201.5.2021,,SkorowidzOrtofomapy2021.1014785.akt_data,,,,,,,,,,,,,,,,2021-05-01,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/74865/74865_1014785_N-34-49-D-b-2-1.tif,,SkorowidzOrtofomapy2021.1014785.dt_pzgik,,,,,,,,,,,,,,,,2021-11-19,1002,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
235,ggs21.352,SkorowidzOrtofomapy2021.1042276,,,,,,,,,,,,,N-34-49-B-d-3-4,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042276.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042276_N-34-49-B-d-3-4.tif,,SkorowidzOrtofomapy2021.1042276.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,28,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
236,ggs21.353,SkorowidzOrtofomapy2021.1042280,,,,,,,,,,,,,N-34-49-B-d-4-4,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042280.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042280_N-34-49-B-d-4-4.tif,,SkorowidzOrtofomapy2021.1042280.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,29,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
240,ggs21.360,SkorowidzOrtofomapy2021.1042274,,,,,,,,,,,,,N-34-49-B-d-3-2,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042274.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042274_N-34-49-B-d-3-2.tif,,SkorowidzOrtofomapy2021.1042274.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,30,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
241,ggs21.361,SkorowidzOrtofomapy2021.1042388,,,,,,,,,,,,,N-34-50-A-c-1-3,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042388.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042388_N-34-50-A-c-1-3.tif,,SkorowidzOrtofomapy2021.1042388.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,36,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
242,ggs21.362,SkorowidzOrtofomapy2021.1042407,,,,,,,,,,,,,N-34-50-C-a-1-3,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042407.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042407_N-34-50-C-a-1-3.tif,,SkorowidzOrtofomapy2021.1042407.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,33,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
243,ggs21.363,SkorowidzOrtofomapy2021.1042334,,,,,,,,,,,,,N-34-49-D-b-1-2,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042334.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042334_N-34-49-D-b-1-2.tif,,SkorowidzOrtofomapy2021.1042334.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,30,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
244,ggs21.365,SkorowidzOrtofomapy2021.1042272,,,,,,,,,,,,,N-34-49-B-d-2-4,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042272.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042272_N-34-49-B-d-2-4.tif,,SkorowidzOrtofomapy2021.1042272.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,37,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
249,ggs21.378,SkorowidzOrtofomapy2021.1042339,,,,,,,,,,,,,N-34-49-D-b-2-3,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042339.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042339_N-34-49-D-b-2-3.tif,,SkorowidzOrtofomapy2021.1042339.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,32,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
252,ggs21.383,SkorowidzOrtofomapy2021.1042340,,,,,,,,,,,,,N-34-49-D-b-2-4,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042340.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042340_N-34-49-D-b-2-4.tif,,SkorowidzOrtofomapy2021.1042340.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,33,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
253,ggs21.387,SkorowidzOrtofomapy2021.1042277,,,,,,,,,,,,,N-34-49-B-d-4-1,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042277.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042277_N-34-49-B-d-4-1.tif,,SkorowidzOrtofomapy2021.1042277.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,31,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
255,ggs21.394,SkorowidzOrtofomapy2021.1042337,,,,,,,,,,,,,N-34-49-D-b-2-1,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042337.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042337_N-34-49-D-b-2-1.tif,,SkorowidzOrtofomapy2021.1042337.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,29,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
257,ggs21.396,SkorowidzOrtofomapy2021.1042392,,,,,,,,,,,,,N-34-50-A-c-3-3,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042392.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042392_N-34-50-A-c-3-3.tif,,SkorowidzOrtofomapy2021.1042392.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,30,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
263,ggs21.409,SkorowidzOrtofomapy2021.1042338,,,,,,,,,,,,,N-34-49-D-b-2-2,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042338.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042338_N-34-49-D-b-2-2.tif,,SkorowidzOrtofomapy2021.1042338.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,30,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
267,ggs21.420,SkorowidzOrtofomapy2021.1042279,,,,,,,,,,,,,N-34-49-B-d-4-3,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042279.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042279_N-34-49-B-d-4-3.tif,,SkorowidzOrtofomapy2021.1042279.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,28,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
269,ggs21.427,SkorowidzOrtofomapy2021.1042405,,,,,,,,,,,,,N-34-50-C-a-1-1,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042405.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042405_N-34-50-C-a-1-1.tif,,SkorowidzOrtofomapy2021.1042405.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,32,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
274,ggs21.438,SkorowidzOrtofomapy2021.1042390,,,,,,,,,,,,,N-34-50-A-c-3-1,2021,0.25,RGB,Zdj. cyfrowe,PL-1992,1:5000,DFT.7201.030.2021,,SkorowidzOrtofomapy2021.1042390.akt_data,,,,,,,,,,,,,,,,2021-07-13,TAK,https://opendata.geoportal.gov.pl/ortofotomapa/75094/75094_1042390_N-34-50-A-c-3-1.tif,,SkorowidzOrtofomapy2021.1042390.dt_pzgik,,,,,,,,,,,,,,,,2022-01-27,33,226201_1,JEW,Gdynia - gmina miejska,39151.0,,,,NZN,NZN,PL.PZGIK.200,fd9d8f8a-63d8-4448-9d35-b05265e0f335,EGIB,226201_1,,,0.0,,13136.0,2025-02-28T16:25:41,,2012-01-12T00:00:00,,2025-02-28T16:25:41,,2763406.0,1.47016084487,1.47016083956,0.05432511825,ggs21wew,C:\Users\admin\Downloads\ggs21wew.gml|layername=ggs21wew
